vessel_ref_id,name,imo_number,mmsi,flag,owner,operator,vessel_type,loa_m,beam_m,draft_m,gross_tonnage,deadweight_tonnage,engine_power_kw,vessel_age_years,build_year,destination_port,current_port,current_lifecycle_stage,current_lat,current_lon,current_speed_knots,current_heading
VSL-0340,MOL Victory,2531352,353251050,Panama,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Bulk Carrier,211.5,33.8,11.62,89566,130268,48015,6.0,2019,PORT_D,PORT_H,At Sea,-2.0457,110.7619,13.9,145
VSL-0341,PIL Busan,5533076,564046117,Singapore,Pacific International Lines,Pacific International Lines,General Cargo,132.7,21.2,5.51,14731,18534,12118,17.2,2008,PORT_F,PORT_G,At Sea,29.3353,55.6415,12.9,9
VSL-0342,ZIM Leo,5171646,538561857,Marshall Islands,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,General Cargo,165.6,25.2,9.94,36907,52980,7265,14.7,2010,PORT_G,PORT_E,At Sea,21.368,35.0736,14.1,62
VSL-0343,NYK Apex,2135809,431401041,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,LNG Carrier,339.1,59.3,10.21,85681,45318,83018,1.2,2024,PORT_G,PORT_E,At Sea,37.9735,28.463,16.8,298
VSL-0344,OOCL Falcon,4573146,309158331,Bahamas,Orient Overseas Container Line,Orient Overseas Container Line,Tanker,181.5,30.0,18.48,87279,142784,54950,27.0,1998,PORT_H,PORT_A,At Sea,29.2242,26.2992,12.2,249
VSL-0345,CMA CGM Jade,2356790,228363146,France,CMA CGM Group,CMA CGM Group,Container,225.9,30.8,13.54,72764,83063,63206,11.4,2014,PORT_E,PORT_B,At Sea,33.7341,29.8628,17.9,56
VSL-0346,Hapag-Lloyd Legacy,6868507,218451066,Germany,Hapag-Lloyd AG,Hapag-Lloyd AG,Container,376.7,51.1,11.12,22858,28082,53770,4.8,2020,PORT_D,PORT_G,At Sea,24.3992,58.7766,16.9,55
VSL-0347,Hapag-Lloyd Triumph,4732352,218940128,Germany,Hapag-Lloyd AG,Hapag-Lloyd AG,General Cargo,144.6,21.7,9.79,12685,15935,3797,0.5,2024,PORT_H,PORT_H,Anchored,1.3139,103.8853,0.0,352
VSL-0348,ONE Glory,4120951,432907371,Japan,Ocean Network Express,Ocean Network Express,Container,249.3,32.9,10.42,38734,44363,65193,1.2,2024,PORT_A,PORT_E,At Sea,19.7466,30.913,17.2,85
VSL-0349,Ever Pathfinder,8545898,538480263,Marshall Islands,Evergreen Marine Corporation,Evergreen Marine Corporation,RoRo,193.0,28.0,6.4,37744,20911,15384,5.4,2020,PORT_C,PORT_F,At Sea,21.7369,46.154,15.7,184
VSL-0350,Yang Ming Amber,4556966,416430985,Taiwan,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Container,199.6,28.1,15.52,57777,66921,27180,2.6,2022,PORT_B,PORT_G,At Sea,15.9171,51.0119,15.2,177
VSL-0351,PIL Phoenix,7414078,563349107,Singapore,Pacific International Lines,Pacific International Lines,Bulk Carrier,295.4,49.9,10.99,73269,115816,28652,1.3,2024,PORT_G,PORT_F,At Sea,30.0925,39.2147,14.0,145
VSL-0352,COSCO Shipping Leo,5366617,477494296,Hong Kong,China COSCO Shipping Corporation,China COSCO Shipping Corporation,Car Carrier,160.2,23.4,9.92,33308,15548,33842,10.0,2015,PORT_F,PORT_C,At Sea,47.1656,17.3224,17.6,69
VSL-0353,CMA CGM Amber,5857563,538667080,Marshall Islands,CMA CGM Group,CMA CGM Group,Bulk Carrier,179.9,28.1,9.83,40273,65244,47084,4.9,2020,PORT_G,PORT_G,Berthed,25.0018,55.0528,0.0,154
VSL-0354,CMA CGM Meridian,7870105,227159149,France,CMA CGM Group,CMA CGM Group,Car Carrier,166.4,24.1,8.75,35593,16901,32497,16.8,2008,PORT_F,PORT_A,At Sea,28.4293,28.2904,14.9,359
VSL-0355,MSC Valencia,9311024,636813317,Liberia,Mediterranean Shipping Company,Mediterranean Shipping Company,Container,211.7,30.4,14.44,69530,77412,32730,9.0,2016,PORT_H,PORT_G,At Sea,26.8536,56.8312,17.6,207
VSL-0356,MSC Atlas,3288378,354441975,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,Tanker,191.3,31.7,11.58,95991,162393,26712,7.6,2017,PORT_G,PORT_G,At Sea,32.0213,60.6653,12.9,14
VSL-0357,ONE Spirit,7402582,563586812,Singapore,Ocean Network Express,Ocean Network Express,Bulk Carrier,168.0,27.5,10.34,64345,98849,11363,8.4,2017,PORT_F,PORT_F,At Sea,25.6509,34.0635,14.3,71
VSL-0358,PIL Atlas,2599598,564100231,Singapore,Pacific International Lines,Pacific International Lines,Bulk Carrier,264.4,42.1,9.82,48483,74809,46646,8.3,2017,PORT_H,PORT_H,At Sea,1.8962,109.0514,14.1,121
VSL-0359,MSC Singapore,7590250,351762983,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,Container,373.8,49.6,14.37,58408,64488,68719,20.4,2005,PORT_H,PORT_H,At Sea,2.6377,112.5345,15.2,82
VSL-0360,ONE Yokohama,9815288,564339785,Singapore,Ocean Network Express,Ocean Network Express,Tanker,249.9,40.0,17.69,25913,39563,16090,25.7,1999,PORT_C,PORT_B,At Sea,26.7558,27.7691,14.1,65
VSL-0361,NYK Navigator,2418938,432690819,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Car Carrier,143.9,21.2,8.24,20761,10001,25037,3.2,2022,PORT_E,PORT_A,At Sea,29.1548,31.021,16.0,102
VSL-0362,Maersk Valencia,5169916,220240107,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,Bulk Carrier,264.7,43.4,8.84,61502,101098,39354,20.6,2004,PORT_F,PORT_G,At Sea,26.3441,48.4167,13.9,28
VSL-0363,Hapag-Lloyd Edmonton,6682173,211955356,Germany,Hapag-Lloyd AG,Hapag-Lloyd AG,Container,352.0,46.5,11.18,80813,92670,40210,9.2,2016,PORT_D,PORT_D,Waiting,37.9132,23.6489,0.0,116
VSL-0364,MSC Pioneer,2724052,353934296,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,Bulk Carrier,262.9,44.0,12.85,60578,90139,11831,12.9,2012,PORT_B,PORT_B,At Sea,33.8191,31.2563,13.1,105
VSL-0365,Ever Hamburg,8458813,351569741,Panama,Evergreen Marine Corporation,Evergreen Marine Corporation,Tanker,285.0,49.6,12.93,102189,176171,24912,10.0,2015,PORT_C,PORT_D,At Sea,33.1677,21.9904,14.9,72
VSL-0366,Ever Antwerp,7496703,354703362,Panama,Evergreen Marine Corporation,Evergreen Marine Corporation,Container,231.7,33.3,12.64,96419,106807,67746,0.5,2024,PORT_A,PORT_E,At Sea,30.1587,30.2446,19.1,13
VSL-0367,OOCL Apex,8186484,309998426,Bahamas,Orient Overseas Container Line,Orient Overseas Container Line,Cruise,320.7,41.5,8.01,155942,43245,46813,11.2,2014,PORT_D,PORT_C,At Sea,42.2865,19.8017,20.3,127
VSL-0368,MOL Atlantic,1495422,432707070,Japan,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Car Carrier,143.7,21.2,9.14,13467,6209,16856,2.5,2022,PORT_H,PORT_H,Cargo Operations,1.2928,103.8511,0.0,209
VSL-0369,Ever Unity,2322907,538102879,Marshall Islands,Evergreen Marine Corporation,Evergreen Marine Corporation,Container,386.5,52.0,11.66,81032,97152,37073,0.5,2024,PORT_D,PORT_A,At Sea,42.7024,29.3392,17.3,131
VSL-0370,Maersk Liberty,5956163,220205955,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,Container,365.9,48.8,15.1,74044,85245,24147,2.1,2023,PORT_F,PORT_F,Cargo Operations,21.4894,39.1895,0.0,318
VSL-0371,NYK Yokohama,3690260,431139898,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Container,261.0,35.2,11.75,35006,39053,50378,0.9,2024,PORT_B,PORT_A,At Sea,26.841,23.1273,17.1,99
VSL-0372,Maersk Edmonton,7651585,219579376,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,LNG Carrier,277.8,46.1,10.49,87015,45235,80705,3.6,2021,PORT_C,PORT_D,At Sea,29.7748,28.9949,18.8,299
VSL-0373,Yang Ming Britannia,2702169,416871206,Taiwan,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,General Cargo,140.6,21.6,8.98,16955,21602,4769,4.2,2021,PORT_C,PORT_B,At Sea,33.4873,29.8329,14.8,181
VSL-0374,PIL Crown,4722981,563209957,Singapore,Pacific International Lines,Pacific International Lines,Container,333.3,45.5,11.45,49339,57727,38166,13.9,2011,PORT_H,PORT_C,At Sea,38.3812,5.2052,16.5,49
VSL-0375,ONE Triumph,4214477,564324491,Singapore,Ocean Network Express,Ocean Network Express,Container,288.5,41.8,10.29,71767,79696,47209,5.7,2019,PORT_E,PORT_E,Berthing,29.9628,32.5441,0.0,260
VSL-0376,MSC Pathfinder,4967828,357741176,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,RoRo,103.3,14.4,9.61,43514,25206,19876,12.8,2012,PORT_B,PORT_C,At Sea,43.0363,-2.9214,16.3,40
VSL-0377,Maersk Shanghai,9618537,563032963,Singapore,A.P. Moller-Maersk,A.P. Moller-Maersk,RoRo,126.7,19.1,6.3,13798,7798,15377,4.8,2020,PORT_E,PORT_H,At Sea,2.6628,100.6149,16.5,254
VSL-0378,Ever Pacific,9357822,538347769,Marshall Islands,Evergreen Marine Corporation,Evergreen Marine Corporation,Bulk Carrier,179.8,27.6,13.26,95820,138238,44286,11.1,2014,PORT_H,PORT_E,At Sea,32.2265,34.474,14.9,147
VSL-0379,Yang Ming Savannah,9630444,355360854,Panama,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Bulk Carrier,217.1,35.6,9.48,51113,77293,17047,25.0,2000,PORT_G,PORT_G,At Sea,16.0137,59.6296,12.1,133
VSL-0380,COSCO Shipping Yokohama,9952983,412061558,China,China COSCO Shipping Corporation,China COSCO Shipping Corporation,Cruise,242.9,32.1,9.18,87577,26578,71833,3.0,2022,PORT_A,PORT_D,At Sea,39.7293,28.9686,21.6,117
VSL-0381,MOL Amber,8670241,432033041,Japan,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Bulk Carrier,174.2,26.7,10.24,50138,82010,32118,2.3,2023,PORT_G,PORT_G,At Sea,24.813,51.7539,15.0,138
VSL-0382,NYK Poseidon,3945689,431447314,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,LNG Carrier,257.3,43.9,11.01,119244,60020,79305,0.5,2024,PORT_H,PORT_H,Cargo Operations,1.2875,103.8486,0.0,113
VSL-0383,NYK Triumph,3906372,432791452,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Feeder,99.3,15.0,5.45,13799,16551,4732,2.2,2023,PORT_B,PORT_B,At Sea,33.2594,39.6415,13.2,42
VSL-0384,Hapag-Lloyd Istanbul,3878757,229577881,Malta,Hapag-Lloyd AG,Hapag-Lloyd AG,Container,315.6,45.0,12.84,92303,101937,49198,2.1,2023,PORT_G,PORT_G,Berthing,25.014,55.0575,0.0,6
VSL-0385,PIL Harmony,9592240,563958947,Singapore,Pacific International Lines,Pacific International Lines,Container,344.6,47.5,11.0,63760,69461,68651,0.5,2024,PORT_F,PORT_C,At Sea,43.6173,5.3749,17.5,242
VSL-0386,ZIM Eagle,1097921,538583503,Marshall Islands,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,Container,271.6,36.5,10.9,26704,31663,68894,3.0,2022,PORT_G,PORT_E,At Sea,30.5744,26.9095,19.1,328
VSL-0387,ONE Neptune,9732034,563192227,Singapore,Ocean Network Express,Ocean Network Express,General Cargo,87.7,13.0,5.76,30573,43234,7199,2.4,2023,PORT_F,PORT_F,Approaching,21.8763,39.1059,7.5,70
VSL-0388,Ever Savannah,8193243,538687741,Marshall Islands,Evergreen Marine Corporation,Evergreen Marine Corporation,Tanker,234.7,39.4,16.31,48092,77794,37516,1.0,2024,PORT_G,PORT_F,At Sea,24.0101,36.3624,15.0,177
VSL-0389,MSC Odyssey,5830943,637154809,Liberia,Mediterranean Shipping Company,Mediterranean Shipping Company,RoRo,125.7,17.9,8.24,44922,25686,28666,3.9,2021,PORT_E,PORT_H,At Sea,7.2708,103.6898,14.5,129
VSL-0390,CMA CGM Falcon,3509227,226610705,France,CMA CGM Group,CMA CGM Group,Bulk Carrier,158.6,25.9,11.43,17586,27060,38721,5.1,2020,PORT_E,PORT_D,At Sea,37.2666,15.1155,13.1,162
VSL-0391,COSCO Shipping Antwerp,4127040,412862044,China,China COSCO Shipping Corporation,China COSCO Shipping Corporation,Cruise,227.1,30.8,9.96,141098,41763,51481,0.5,2024,PORT_B,PORT_F,At Sea,24.9213,33.469,22.3,44
VSL-0392,MOL Istanbul,5713432,431406424,Japan,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Tanker,238.7,40.1,10.28,26331,46684,47829,1.6,2023,PORT_F,PORT_G,At Sea,26.6216,59.003,14.4,151
VSL-0393,PIL Savannah,4962892,564543588,Singapore,Pacific International Lines,Pacific International Lines,Bulk Carrier,215.9,34.9,8.55,45188,73734,24544,11.8,2013,PORT_E,PORT_B,At Sea,33.0025,39.2166,13.2,111
VSL-0394,OOCL Leo,1502677,309512542,Bahamas,Orient Overseas Container Line,Orient Overseas Container Line,Tanker,165.3,27.8,10.27,78566,126985,23389,1.2,2024,PORT_C,PORT_A,At Sea,26.4498,25.6458,12.7,204
VSL-0395,COSCO Shipping Busan,6649690,412282498,China,China COSCO Shipping Corporation,China COSCO Shipping Corporation,Tanker,201.4,32.0,16.96,73286,129222,36715,4.1,2021,PORT_C,PORT_C,At Sea,46.4819,0.5482,13.0,27
VSL-0396,MOL Pathfinder,7251787,432376731,Japan,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,VLCC,324.7,53.2,21.06,144119,237983,87522,1.4,2024,PORT_F,PORT_C,At Sea,41.6159,14.2384,12.6,217
VSL-0397,ONE Premier,9961324,432303461,Japan,Ocean Network Express,Ocean Network Express,General Cargo,133.4,21.3,6.73,28445,36423,17553,0.5,2024,PORT_C,PORT_G,At Sea,23.6965,58.3122,14.5,345
VSL-0398,PIL Rotterdam,6025296,564707660,Singapore,Pacific International Lines,Pacific International Lines,LNG Carrier,253.3,43.6,11.92,99521,49481,56541,9.2,2016,PORT_E,PORT_B,At Sea,33.8592,24.6956,17.8,242
VSL-0399,Maersk Star,5943893,220607401,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,RoRo,201.3,30.4,9.89,12131,7067,11934,4.4,2021,PORT_H,PORT_H,Approaching,1.8581,103.375,9.7,351
VSL-0400,NYK Leo,3218127,431764579,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Bulk Carrier,213.9,33.8,12.05,80180,122630,10941,2.5,2022,PORT_H,PORT_A,At Sea,29.2719,31.9023,15.6,326
VSL-0401,CMA CGM Singapore,1613945,538988305,Marshall Islands,CMA CGM Group,CMA CGM Group,Car Carrier,128.1,19.0,9.03,39565,17521,18444,8.1,2017,PORT_D,PORT_G,At Sea,23.2307,50.6581,18.9,95
VSL-0402,CMA CGM Harmony,7951337,538531949,Marshall Islands,CMA CGM Group,CMA CGM Group,Bulk Carrier,250.7,40.1,11.63,92328,132088,37128,2.5,2022,PORT_G,PORT_F,At Sea,14.1624,40.3121,13.1,163
VSL-0403,MSC Felicity,7851381,353445770,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,Bulk Carrier,216.7,35.6,10.77,78118,116350,18425,9.6,2015,PORT_C,PORT_F,At Sea,14.8967,43.0574,13.4,11
VSL-0404,COSCO Shipping Voyager,2268656,477694551,Hong Kong,China COSCO Shipping Corporation,China COSCO Shipping Corporation,RoRo,134.1,19.5,8.98,44618,26302,16256,6.2,2019,PORT_F,PORT_G,At Sea,21.5097,57.4722,15.8,230
VSL-0405,Maersk Constellation,6630936,563998199,Singapore,A.P. Moller-Maersk,A.P. Moller-Maersk,Container,372.1,52.5,12.4,20333,24069,61833,11.5,2014,PORT_A,PORT_F,At Sea,25.5482,46.1879,16.8,320
VSL-0406,CMA CGM Eagle,3273529,538103977,Marshall Islands,CMA CGM Group,CMA CGM Group,Tanker,175.5,29.4,13.07,86352,150766,54758,8.5,2016,PORT_H,PORT_D,At Sea,47.7624,21.9451,13.3,309
VSL-0407,Hapag-Lloyd Amber,6164810,215770460,Malta,Hapag-Lloyd AG,Hapag-Lloyd AG,LNG Carrier,332.8,56.8,11.82,87140,44839,78881,0.6,2024,PORT_H,PORT_G,At Sea,32.8642,61.0443,19.0,134
VSL-0408,Yang Ming Legacy,1517737,357454757,Panama,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,RoRo,169.6,24.0,9.17,34713,18307,16062,8.5,2016,PORT_E,PORT_A,At Sea,36.9466,37.6265,15.6,189
VSL-0409,CMA CGM Star,6430398,538290458,Marshall Islands,CMA CGM Group,CMA CGM Group,Tanker,281.3,47.9,12.37,83856,142198,40543,2.9,2022,PORT_G,PORT_H,At Sea,5.2145,111.0324,14.6,176
VSL-0410,Yang Ming Constellation,1534333,416491357,Taiwan,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,General Cargo,138.7,21.7,7.51,23316,33344,8669,20.8,2004,PORT_A,PORT_D,At Sea,31.7787,30.7574,13.7,168
VSL-0411,MOL Singapore,3372090,432841312,Japan,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Tanker,206.2,35.4,19.58,95887,156863,39197,0.7,2024,PORT_A,PORT_D,At Sea,34.2689,21.4478,14.3,297
VSL-0412,Yang Ming Odyssey,8939740,416961739,Taiwan,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Tanker,176.7,29.4,18.7,22699,37105,50550,0.6,2024,PORT_H,PORT_A,At Sea,27.4294,32.408,13.8,168
VSL-0413,Yang Ming Voyager,7058771,416216417,Taiwan,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Tanker,247.4,40.3,19.47,45566,75921,54026,2.3,2023,PORT_C,PORT_D,At Sea,38.7296,13.884,15.3,109
VSL-0414,ONE Phoenix,6229256,432964347,Japan,Ocean Network Express,Ocean Network Express,Bulk Carrier,195.8,30.7,12.6,55109,87768,37389,21.0,2004,PORT_E,PORT_E,Berthed,29.9674,32.5461,0.0,181
VSL-0415,MSC Antwerp,3445055,354658833,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,LNG Carrier,280.0,48.7,10.62,109430,50822,80507,0.5,2024,PORT_H,PORT_E,At Sea,30.1023,35.6155,18.5,303
VSL-0416,OOCL Poseidon,6105486,309417215,Bahamas,Orient Overseas Container Line,Orient Overseas Container Line,Tanker,325.1,54.1,9.51,78666,125233,45951,19.2,2006,PORT_G,PORT_G,Cargo Operations,25.0165,55.0675,0.0,301
VSL-0417,MSC Spirit,5573258,354375534,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,Bulk Carrier,180.0,28.3,8.53,35844,55834,32909,11.5,2014,PORT_A,PORT_C,At Sea,41.7066,10.6271,14.7,202
VSL-0418,ZIM Valencia,8749511,538918182,Marshall Islands,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,Car Carrier,183.8,28.0,9.66,14290,6940,34741,3.7,2021,PORT_B,PORT_H,At Sea,9.3824,103.4913,16.9,220
VSL-0419,NYK Antwerp,7694094,431035624,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Car Carrier,157.3,23.1,9.78,49785,22673,13805,3.2,2022,PORT_F,PORT_F,Approaching,20.9555,38.4081,9.3,102
VSL-0420,MSC Sapphire,2851556,352334264,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,RoRo,168.9,25.5,7.42,40571,21265,27079,1.3,2024,PORT_D,PORT_F,At Sea,23.1236,37.5996,16.4,192
VSL-0421,Maersk Endeavor,8981236,219795563,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,Container,370.9,50.0,15.13,40858,49024,24362,4.6,2020,PORT_B,PORT_F,At Sea,14.7204,38.8081,17.7,233
VSL-0422,Maersk Hamburg,7045023,563290282,Singapore,A.P. Moller-Maersk,A.P. Moller-Maersk,Container,263.6,35.9,12.52,116156,124289,26803,3.6,2021,PORT_H,PORT_A,At Sea,32.0442,27.4484,18.9,190
VSL-0423,MSC Pearl,4654952,351050702,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,General Cargo,162.3,25.7,7.1,11112,15406,10778,1.3,2024,PORT_A,PORT_A,Waiting,31.2039,29.9463,0.0,268
VSL-0424,Hapag-Lloyd Sapphire,2904779,248258591,Malta,Hapag-Lloyd AG,Hapag-Lloyd AG,Container,202.0,29.4,12.09,42269,48333,42154,0.5,2024,PORT_D,PORT_C,At Sea,47.2841,11.9832,16.9,73
VSL-0425,Ever Busan,5652901,356603202,Panama,Evergreen Marine Corporation,Evergreen Marine Corporation,Container,198.1,26.8,10.57,60383,65937,64572,0.9,2024,PORT_D,PORT_C,At Sea,50.3615,9.3688,16.0,96
VSL-0426,MOL Jade,5245784,354158415,Panama,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,General Cargo,161.7,25.0,7.89,20823,26392,6222,7.8,2017,PORT_A,PORT_C,At Sea,47.3198,8.4708,13.0,56
VSL-0427,ZIM Atlas,8323032,538892988,Marshall Islands,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,Container,336.8,48.8,10.76,54762,67675,43723,6.4,2019,PORT_F,PORT_D,At Sea,46.8755,23.4814,18.1,348
VSL-0428,COSCO Shipping Harmony,6468670,413524014,China,China COSCO Shipping Corporation,China COSCO Shipping Corporation,Container,319.5,46.3,13.71,104323,122077,58053,1.3,2024,PORT_E,PORT_D,At Sea,29.4286,16.3133,18.5,34
VSL-0429,COSCO Shipping Liberty,1342613,477372450,Hong Kong,China COSCO Shipping Corporation,China COSCO Shipping Corporation,Container,270.3,39.2,10.86,102244,112736,58700,13.2,2012,PORT_E,PORT_B,At Sea,23.3437,26.6657,17.7,63
VSL-0430,PIL Eagle,9274381,563199537,Singapore,Pacific International Lines,Pacific International Lines,Tanker,263.7,45.6,10.69,98980,175062,48941,10.2,2015,PORT_G,PORT_G,At Sea,27.0361,56.6355,14.8,143
VSL-0431,MSC Triumph,3973961,637178996,Liberia,Mediterranean Shipping Company,Mediterranean Shipping Company,LNG Carrier,319.6,51.9,11.81,114818,56092,63153,8.8,2016,PORT_G,PORT_A,At Sea,24.4406,25.6099,19.4,294
VSL-0432,MSC Navigator,7980663,636392051,Liberia,Mediterranean Shipping Company,Mediterranean Shipping Company,Container,392.7,56.3,11.43,78012,92847,56046,7.4,2018,PORT_G,PORT_A,At Sea,36.6339,22.3843,15.4,129
VSL-0433,PIL Unity,3885657,563715598,Singapore,Pacific International Lines,Pacific International Lines,Bulk Carrier,252.5,40.0,10.11,97075,155260,21065,12.2,2013,PORT_D,PORT_F,At Sea,29.7626,45.2941,13.4,160
VSL-0434,ONE Busan,2501395,432884882,Japan,Ocean Network Express,Ocean Network Express,General Cargo,143.9,21.8,8.78,12075,16139,15839,5.3,2020,PORT_B,PORT_D,At Sea,37.2402,20.791,11.4,339
VSL-0435,COSCO Shipping Crown,3824079,412333732,China,China COSCO Shipping Corporation,China COSCO Shipping Corporation,Bulk Carrier,189.5,29.4,12.3,60290,100269,25870,20.3,2005,PORT_D,PORT_A,At Sea,20.683,31.0294,12.2,290
VSL-0436,COSCO Shipping Victory,1253898,477187851,Hong Kong,China COSCO Shipping Corporation,China COSCO Shipping Corporation,Container,220.9,30.3,13.11,59961,66324,49621,18.6,2006,PORT_D,PORT_F,At Sea,15.8646,31.931,17.9,283
VSL-0437,CMA CGM Glory,8057217,538149409,Marshall Islands,CMA CGM Group,CMA CGM Group,LNG Carrier,271.3,45.6,10.54,128562,59804,68409,4.6,2020,PORT_C,PORT_G,At Sea,21.0445,56.2905,17.4,169
VSL-0438,Maersk Pacific,8623391,219207151,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,Container,355.7,49.8,13.05,60714,73873,58782,31.4,1994,PORT_G,PORT_G,At Sea,17.6289,61.8795,16.7,242
VSL-0439,COSCO Shipping Navigator,5718406,412805120,China,China COSCO Shipping Corporation,China COSCO Shipping Corporation,Container,255.5,35.5,10.58,55515,60620,55948,16.9,2008,PORT_A,PORT_A,Berthed,31.1901,29.9177,0.0,14
VSL-0440,OOCL Pathfinder,7282700,477814415,Hong Kong,Orient Overseas Container Line,Orient Overseas Container Line,Car Carrier,165.4,25.1,8.75,14636,6623,14309,8.1,2017,PORT_C,PORT_B,At Sea,25.7075,28.0761,19.0,232
VSL-0441,MOL Meridian,5079185,431589988,Japan,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Feeder,98.4,15.4,5.17,7823,9186,1814,6.5,2018,PORT_D,PORT_E,At Sea,25.0431,34.2229,11.8,101
VSL-0442,MOL Jacques Saadé,8031495,431508004,Japan,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Bulk Carrier,244.0,38.7,10.43,47050,72742,29618,5.4,2020,PORT_F,PORT_A,At Sea,27.085,20.546,12.7,91
VSL-0443,NYK Legacy,3990062,431140352,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Tanker,275.8,44.7,9.49,37733,60469,35575,1.6,2023,PORT_D,PORT_D,Departing,37.9374,23.6468,0.0,22
VSL-0444,Ever Legacy,6066642,538749060,Marshall Islands,Evergreen Marine Corporation,Evergreen Marine Corporation,Container,311.7,44.2,13.73,45818,56081,66264,9.1,2016,PORT_H,PORT_C,At Sea,45.8683,17.4355,18.2,326
VSL-0445,Hapag-Lloyd Discovery,4941161,229187328,Malta,Hapag-Lloyd AG,Hapag-Lloyd AG,Container,215.0,30.6,14.75,26650,32880,47773,1.5,2024,PORT_H,PORT_H,Departing,1.2896,103.8422,0.0,19
VSL-0446,OOCL Yokohama,8335097,477254257,Hong Kong,Orient Overseas Container Line,Orient Overseas Container Line,LNG Carrier,267.5,44.3,11.53,126448,59610,59670,7.6,2017,PORT_A,PORT_G,At Sea,30.4896,53.1578,18.1,321
VSL-0447,CMA CGM Emerald,1116882,538550213,Marshall Islands,CMA CGM Group,CMA CGM Group,Container,324.8,45.2,12.63,107133,124324,25330,2.3,2023,PORT_A,PORT_A,At Sea,32.388,19.8528,17.9,61
VSL-0448,NYK Liberty,9457725,432853242,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,LNG Carrier,322.4,53.6,10.07,108190,54714,50791,13.9,2011,PORT_G,PORT_G,Berthed,25.02,55.0676,0.0,188
VSL-0449,CMA CGM Savannah,3666776,538675556,Marshall Islands,CMA CGM Group,CMA CGM Group,RoRo,151.8,23.1,7.2,9574,5676,17028,16.9,2008,PORT_D,PORT_D,At Sea,39.4514,27.526,16.2,337
VSL-0450,Yang Ming Triumph,4960337,353826862,Panama,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Car Carrier,149.1,22.2,8.93,44772,19802,29801,3.8,2021,PORT_A,PORT_A,Berthed,31.2039,29.9177,0.0,341
VSL-0451,OOCL Busan,1110008,477155323,Hong Kong,Orient Overseas Container Line,Orient Overseas Container Line,Container,396.4,56.7,14.08,96924,105233,52779,6.8,2018,PORT_B,PORT_F,At Sea,18.1968,46.7249,19.7,228
VSL-0452,Hapag-Lloyd Phoenix,4312712,215267672,Malta,Hapag-Lloyd AG,Hapag-Lloyd AG,Tanker,279.6,45.0,12.19,27337,44494,40284,18.5,2006,PORT_F,PORT_H,At Sea,4.5499,110.9899,15.5,343
VSL-0453,CMA CGM Voyager,5415975,226996254,France,CMA CGM Group,CMA CGM Group,Tanker,310.6,50.7,19.87,99557,161473,18100,1.2,2024,PORT_E,PORT_A,At Sea,36.9234,26.0731,12.3,26
